branch,branch_to,counterparty,credit_account,credit_account_2,credit_amount,credit_amount_2,currency,date,debit_account,debit_amount,description,event_name,id,recurrence,trade_good,type
Naples,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,5329.67,81.16,florin,1402-07-11,Due from Rome,5410.83,Branch settlement transfer from Naples to Rome,,20922,,,branch_activity
Geneva,,Tuscan Wine Carriers,Trading Revenue,,99235.56,,florin,1402-07-11,Cash,99235.56,Trade finance settlement for wine cargo,,20923,,wine,trade_transaction
London,,Mercato Maintenance Works,Cash,,143.68,,florin,1402-07-11,Wages,143.68,Wages expense for London branch (monthly cycle),,20924,monthly,,recurring_operating_expense
Milan,,Florentine Paperworks,Cash,,89485.95,,florin,1402-07-11,Accounts Payable,89485.95,Vendor payment to Florentine Paperworks for branch services,,20925,,,vendor_payment
Rome,,Cardinal's Office,Deposits Payable,,74608.27,,florin,1402-07-12,Cash,74608.27,Deposit from Cardinal's Office to Rome branch,,20926,,,deposit
London,,Textile Merchant,Loans Receivable,Interest Income,6010.27,1141.95,florin,1402-07-12,Cash,7152.22,Loan repayment from Textile Merchant with interest,,20927,,,loan_repayment
Bruges,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,3724.37,56.72,florin,1402-07-12,Due from Avignon,3781.09,Branch settlement transfer from Bruges to Avignon,,20928,,,branch_activity
Bruges,,Silk Consortium,Trading Revenue,,145291.25,,florin,1402-07-12,Cash,145291.25,Trade finance settlement for dyestuffs cargo,,20929,,dyestuffs,trade_transaction
Naples,,Tuscan Wine Carriers,Loans Receivable,Interest Income,42212.05,7598.17,florin,1402-07-12,Cash,49810.22,Loan repayment from Tuscan Wine Carriers including interest,,20930,,,loan_repayment
Rome,,Signoria Utilities Office,Cash,,5199.63,,florin,1402-07-12,Accounts Payable,5199.63,Vendor payment to Signoria Utilities Office for branch services,,20931,,,vendor_payment
Pisa,,Doge of Venice,Cash,,59928.13,,florin,1402-07-13,Loans Receivable,59928.13,Commercial loan issued to Doge of Venice,,20932,,,loan_issuance
London,,Doge of Venice,Loans Receivable,Interest Income,16002.91,2400.44,florin,1402-07-13,Cash,18403.35,Loan repayment from Doge of Venice including interest,,20933,,,loan_repayment
Avignon,,Levant Spice Traders,Trading Revenue,,13370.84,,florin,1402-07-13,Cash,13370.84,Trade finance settlement for spices cargo,,20934,,spices,trade_transaction
Rome,,Mediterranean Shipping Company,Loans Receivable,Interest Income,15941.80,2391.27,florin,1402-07-13,Cash,18333.07,Loan repayment from Mediterranean Shipping Company including interest,,20935,,,loan_repayment
Milan,,Medici Political Network,Cash,,50205.88,,florin,1402-07-14,Political Receivable,50205.88,Settlement flows tied to Medici restoration in Florence,Cosimo Restoration Settlement,20936,,,political_event
Bruges,,Spice Merchant,Cash,,7416.07,,florin,1402-07-14,Deposits Payable,7416.07,Withdrawal by Spice Merchant,,20937,,,withdrawal
Rome,,Vatican Treasury,Deposits Payable,,48552.72,,florin,1402-07-14,Cash,48552.72,Deposit from Vatican Treasury to Rome branch,,20938,,,deposit
Rome,,Lombard Metals Exchange,Trading Revenue,,198173.35,,florin,1402-07-14,Cash,198173.35,Trade finance settlement for wool cargo,,20939,,wool,trade_transaction
Avignon,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,2945.13,44.85,florin,1402-07-14,Due from Bruges,2989.98,Branch settlement transfer from Avignon to Bruges,,20940,,,branch_activity
Venice,,Venetian Grain Brokers,Trading Revenue,,11825.97,,florin,1402-07-14,Cash,11825.97,Trade finance settlement for wine cargo,,20941,,wine,trade_transaction
London,,London Operations,Cash,,74.53,,florin,1402-07-15,Courier Services,74.53,Courier Services expense for London branch,,20942,,,operating_expense
Avignon,,Republic of Florence,Loans Receivable,Interest Income,169925.81,30586.65,florin,1402-07-15,Cash,200512.46,Loan repayment from Republic of Florence including interest,,20943,,,loan_repayment
Venice,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,16442.12,250.39,florin,1402-07-15,Due from Florence,16692.51,Branch settlement transfer from Venice to Florence,,20944,,,branch_activity
Florence,,Republic of Florence,Loans Receivable,Interest Income,22285.41,2674.25,florin,1402-07-15,Cash,24959.66,Loan repayment from Republic of Florence including interest,,20945,,,loan_repayment
Rome,,Lombard Metals Exchange,Trading Revenue,,14131.44,,florin,1402-07-15,Cash,14131.44,Trade finance settlement for spices cargo,,20946,,spices,trade_transaction
Avignon,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,77239.54,1176.24,florin,1402-07-15,Due from London,78415.78,Branch settlement transfer from Avignon to London,,20947,,,branch_activity
Geneva,Naples,Inter-branch transfer to Naples,Cash,Exchange Fee Revenue,16055.53,244.50,florin,1402-07-15,Due from Naples,16300.03,Branch settlement transfer from Geneva to Naples,,20948,,,branch_activity
Rome,,Apostolic Chamber,Deposits Payable,,21222.22,,florin,1402-07-16,Cash,21222.22,Deposit from Apostolic Chamber to Rome branch,,20949,,,deposit
Geneva,,Cardinal,Cash,,7796.10,,florin,1402-07-16,Deposits Payable,7796.10,Withdrawal by Cardinal,,20950,,,withdrawal
Bruges,,Transfer to Avignon,Cash,Exchange Fee Revenue,37917.04,441.12,florin,1402-07-16,Due from Avignon,38358.16,Bill of exchange from Bruges to Avignon,,20951,,,bill_of_exchange
Florence,,Marquis,Cash,,1793.96,,florin,1402-07-16,Deposits Payable,1793.96,Withdrawal by Marquis,,20952,,,withdrawal
Venice,,Mediterranean Shipping Company,Trading Revenue,,8888.89,,florin,1402-07-16,Cash,8888.89,Trade finance settlement for spices cargo,,20953,,spices,trade_transaction
Milan,,Arno Lamp Oil Merchants,Cash,,4599.65,,florin,1402-07-16,Wages,4599.65,Wages expense for Milan branch (monthly cycle),,20954,monthly,,recurring_operating_expense
Bruges,,Guildhall Security Company,Cash,,201.05,,florin,1402-07-17,Maintenance,201.05,Maintenance expense for Bruges branch (quarterly cycle),,20955,quarterly,,recurring_operating_expense
Rome,,Santa Maria Scribes,Cash,,9306.22,,florin,1402-07-17,Accounts Payable,9306.22,Vendor payment to Santa Maria Scribes for branch services,,20956,,,vendor_payment
Avignon,,Signoria Utilities Office,Cash,,1180.16,,florin,1402-07-17,Courier Services,1180.16,Courier Services expense for Avignon branch (weekly cycle),,20957,weekly,,recurring_operating_expense
Venice,London,Inter-branch transfer to London,Cash,Exchange Fee Revenue,13797.68,210.12,florin,1402-07-17,Due from London,14007.80,Branch settlement transfer from Venice to London,,20958,,,branch_activity
Geneva,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,157724.18,2401.89,florin,1402-07-17,Due from Milan,160126.07,Branch settlement transfer from Geneva to Milan,,20959,,,branch_activity
Rome,,Guildhall Security Company,Cash,,1152.22,,florin,1402-07-17,Accounts Payable,1152.22,Vendor payment to Guildhall Security Company for branch services,,20960,,,vendor_payment
Florence,,Republic of Florence,Cash,,55286.99,,florin,1402-07-18,Loans Receivable - Government,55286.99,Loan to Venice for Lombardy Wars operations,,20961,,,war_financing
Rome,,Apostolic Chamber,Deposits Payable,,200442.51,,florin,1402-07-18,Cash,200442.51,Deposit from Apostolic Chamber to Rome branch,,20962,,,deposit
London,,Levant Spice Traders,Cash,,59991.58,,florin,1402-07-18,Loans Receivable,59991.58,Commercial loan issued to Levant Spice Traders,,20963,,,loan_issuance
Avignon,,Signoria Utilities Office,Cash,,3053.35,,florin,1402-07-18,Accounts Payable,3053.35,Vendor payment to Signoria Utilities Office for branch services,,20964,,,vendor_payment
Venice,Milan,Inter-branch transfer to Milan,Cash,Exchange Fee Revenue,6582.28,100.24,florin,1402-07-18,Due from Milan,6682.52,Branch settlement transfer from Venice to Milan,,20965,,,branch_activity
Geneva,,Marquis of Mantua,Cash,,19431.77,,florin,1402-07-18,Loans Receivable,19431.77,Commercial loan issued to Marquis of Mantua,,20966,,,loan_issuance
London,,Santa Maria Scribes,Cash,,19987.69,,florin,1402-07-18,Rent,19987.69,Rent expense for London branch (monthly cycle),,20967,monthly,,recurring_operating_expense
Pisa,,Count of Urbino,Cash,,26912.35,,florin,1402-07-18,Loans Receivable,26912.35,Commercial loan issued to Count of Urbino,,20968,,,loan_issuance
Avignon,,Kingdom of Naples,Loans Receivable,Interest Income,172568.91,25885.34,florin,1402-07-18,Cash,198454.25,Loan repayment from Kingdom of Naples including interest,,20969,,,loan_repayment
London,,Venetian Grain Brokers,Loans Receivable,Interest Income,182611.51,40174.53,florin,1402-07-19,Cash,222786.04,Loan repayment from Venetian Grain Brokers including interest,,20970,,,loan_repayment
Naples,,Florentine Paperworks,Cash,,150.29,,florin,1402-07-19,Wages,150.29,Wages expense for Naples branch (monthly cycle),,20971,monthly,,recurring_operating_expense
Geneva,,Cloth Merchant,Deposits Payable,,293610.90,,florin,1402-07-20,Cash,293610.90,Deposit by Cloth Merchant,,20972,,,deposit
Naples,,Tuscan Wine Carriers,Cash,,80219.14,,florin,1402-07-20,Loans Receivable,80219.14,Commercial loan issued to Tuscan Wine Carriers,,20973,,,loan_issuance
Rome,,Wool Guild Syndicate,Trading Revenue,,1469.89,,florin,1402-07-20,Cash,1469.89,Trade finance settlement for grain cargo,,20974,,grain,trade_transaction
Milan,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,17502.16,266.53,florin,1402-07-20,Due from Rome,17768.69,Branch settlement transfer from Milan to Rome,,20975,,,branch_activity
London,,Flemish Cloth House,Cash,,10544.92,,florin,1402-07-20,Loans Receivable,10544.92,Commercial loan issued to Flemish Cloth House,,20976,,,loan_issuance
Rome,,Levant Spice Traders,Cash,,96870.01,,florin,1402-07-20,Loans Receivable,96870.01,Commercial loan issued to Levant Spice Traders,,20977,,,loan_issuance
Bruges,,Cardinal,Loans Receivable,Interest Income,5977.95,538.02,florin,1402-07-21,Cash,6515.97,Loan repayment from Cardinal with interest,,20978,,,loan_repayment
Venice,,Venetian Grain Brokers,Trading Revenue,,98841.58,,florin,1402-07-21,Cash,98841.58,Trade finance settlement for spices cargo,,20979,,spices,trade_transaction
Venice,,Santa Maria Scribes,Cash,,20647.59,,florin,1402-07-21,Supplies,20647.59,Supplies expense for Venice branch (monthly cycle),,20980,monthly,,recurring_operating_expense
Florence,,Lombard Metals Exchange,Trading Revenue,,8596.82,,florin,1402-07-21,Cash,8596.82,Trade finance settlement for silk cargo,,20981,,silk,trade_transaction
Rome,,Mercato Maintenance Works,Cash,,570.47,,florin,1402-07-21,Maintenance,570.47,Maintenance expense for Rome branch (quarterly cycle),,20982,quarterly,,recurring_operating_expense
Venice,,Banking House,Trading Revenue,,13222.42,,florin,1402-07-22,Cash,13222.42,Alum sale from papal mines,,20983,,,alum_trade
Florence,,Baron,Cash,,211828.21,,florin,1402-07-22,Deposits Payable,211828.21,Withdrawal by Baron,,20984,,,withdrawal
Milan,,Wool Guild Syndicate,Cash,,53577.55,,florin,1402-07-22,Loans Receivable,53577.55,Commercial loan issued to Wool Guild Syndicate,,20985,,,loan_issuance
Venice,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,3735.77,56.89,florin,1402-07-22,Due from Avignon,3792.66,Branch settlement transfer from Venice to Avignon,,20986,,,branch_activity
Avignon,,Avignon Operations,Cash,,11776.51,,florin,1402-07-23,Supplies,11776.51,Supplies expense for Avignon branch,,20987,,,operating_expense
Florence,,Republic of Florence,Cash,,720229.41,,florin,1402-07-23,Loans Receivable - Government,720229.41,War financing for Florentine operations against Milan,,20988,,,war_financing
Milan,,Ponte Vecchio Rent Office,Cash,,4173.62,,florin,1402-07-23,Accounts Payable,4173.62,Vendor payment to Ponte Vecchio Rent Office for branch services,,20989,,,vendor_payment
Naples,Avignon,Inter-branch transfer to Avignon,Cash,Exchange Fee Revenue,13572.92,206.69,florin,1402-07-23,Due from Avignon,13779.61,Branch settlement transfer from Naples to Avignon,,20990,,,branch_activity
Milan,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,1413.95,21.53,florin,1402-07-23,Due from Florence,1435.48,Branch settlement transfer from Milan to Florence,,20991,,,branch_activity
Avignon,,Duke of Milan,Cash,,574623.38,,florin,1402-07-23,Loans Receivable,574623.38,Commercial loan issued to Duke of Milan,,20992,,,loan_issuance
Florence,,Republic of Florence,Cash,,1845853.16,,florin,1402-07-24,Loans Receivable - Government,1845853.16,Emergency war financing for Florence defense,,20993,,,war_financing
London,,Mercato Maintenance Works,Cash,,4756.13,,florin,1402-07-24,Accounts Payable,4756.13,Vendor payment to Mercato Maintenance Works for branch services,,20994,,,vendor_payment
Geneva,Bruges,Inter-branch transfer to Bruges,Cash,Exchange Fee Revenue,52310.12,796.60,florin,1402-07-24,Due from Bruges,53106.72,Branch settlement transfer from Geneva to Bruges,,20995,,,branch_activity
Rome,,Arno Lamp Oil Merchants,Cash,,1280.83,,florin,1402-07-24,Supplies,1280.83,Supplies expense for Rome branch (monthly cycle),,20996,monthly,,recurring_operating_expense
Venice,,Spice Merchant,Cash,,14553.47,,florin,1402-07-25,Loans Receivable,14553.47,Loan issued to Spice Merchant from Venice branch,,20997,,,loan_issuance
Geneva,,Arno Lamp Oil Merchants,Cash,,5505.03,,florin,1402-07-25,Accounts Payable,5505.03,Vendor payment to Arno Lamp Oil Merchants for branch services,,20998,,,vendor_payment
Bruges,,Flemish Cloth House,Loans Receivable,Interest Income,41211.26,6181.69,florin,1402-07-25,Cash,47392.95,Loan repayment from Flemish Cloth House including interest,,20999,,,loan_repayment
Florence,,Cloth Merchant,Loans Receivable,Interest Income,1949.95,370.49,florin,1402-07-26,Cash,2320.44,Loan repayment from Cloth Merchant with interest,,21000,,,loan_repayment
Milan,,Kingdom of Naples,Cash,,80505.47,,florin,1402-07-26,Loans Receivable,80505.47,Commercial loan issued to Kingdom of Naples,,21001,,,loan_issuance
Milan,,Lombard Metals Exchange,Loans Receivable,Interest Income,172577.13,20709.26,florin,1402-07-26,Cash,193286.39,Loan repayment from Lombard Metals Exchange including interest,,21002,,,loan_repayment
Florence,,Count of Urbino,Cash,,571797.13,,florin,1402-07-26,Loans Receivable,571797.13,Commercial loan issued to Count of Urbino,,21003,,,loan_issuance
Geneva,,Wool Merchant,Loans Receivable,Interest Income,6079.95,1094.39,florin,1402-07-27,Cash,7174.34,Loan repayment from Wool Merchant with interest,,21004,,,loan_repayment
Geneva,,Flemish Cloth House,Cash,,38962.96,,florin,1402-07-27,Loans Receivable,38962.96,Commercial loan issued to Flemish Cloth House,,21005,,,loan_issuance
Venice,,Marquis of Mantua,Cash,,588368.42,,florin,1402-07-27,Loans Receivable,588368.42,Commercial loan issued to Marquis of Mantua,,21006,,,loan_issuance
Avignon,,Lombard Metals Exchange,Cash,,348715.28,,florin,1402-07-28,Loans Receivable,348715.28,Commercial loan issued to Lombard Metals Exchange,,21007,,,loan_issuance
Florence,,Doge of Venice,Cash,,48728.41,,florin,1402-07-28,Loans Receivable,48728.41,Commercial loan issued to Doge of Venice,,21008,,,loan_issuance
Bruges,Rome,Inter-branch transfer to Rome,Cash,Exchange Fee Revenue,92939.45,1415.32,florin,1402-07-28,Due from Rome,94354.77,Branch settlement transfer from Bruges to Rome,,21009,,,branch_activity
Rome,,Transfer to Florence,Cash,Exchange Fee Revenue,329407.33,10012.90,florin,1402-07-29,Due from Florence,339420.23,Bill of exchange from Rome to Florence,,21010,,,bill_of_exchange
Rome,,Rome Operations,Cash,,161.55,,florin,1402-07-29,Supplies,161.55,Supplies expense for Rome branch,,21011,,,operating_expense
Florence,,Textile Merchant,Trading Revenue,,248272.63,,florin,1402-07-29,Cash,248272.63,Alum sale from papal mines,,21012,,,alum_trade
Rome,,Silk Consortium,Cash,,40477.74,,florin,1402-07-29,Loans Receivable,40477.74,Commercial loan issued to Silk Consortium,,21013,,,loan_issuance
Geneva,,Kingdom of Naples,Cash,,47013.20,,florin,1402-07-29,Loans Receivable,47013.20,Commercial loan issued to Kingdom of Naples,,21014,,,loan_issuance
Naples,,San Lorenzo Couriers,Cash,,127.86,,florin,1402-07-29,Security,127.86,Security expense for Naples branch (monthly cycle),,21015,monthly,,recurring_operating_expense
Rome,,Santa Maria Scribes,Cash,,20329.41,,florin,1402-07-29,Accounts Payable,20329.41,Vendor payment to Santa Maria Scribes for branch services,,21016,,,vendor_payment
Florence,,San Lorenzo Couriers,Cash,,2304.63,,florin,1402-07-30,Security,2304.63,Security expense for Florence branch (monthly cycle),,21017,monthly,,recurring_operating_expense
Florence,,Republic of Florence,Cash,,1452363.25,,florin,1402-07-31,Loans Receivable - Government,1452363.25,Loan to Venice for Lombardy Wars operations,,21018,,,war_financing
Bruges,Florence,Inter-branch transfer to Florence,Cash,Exchange Fee Revenue,37914.07,577.37,florin,1402-07-31,Due from Florence,38491.44,Branch settlement transfer from Bruges to Florence,,21019,,,branch_activity
